Cod.IBGE,Instituição,UF,Valor
4201950,Prefeitura Municipal de Balneário Arroio do Silva - SC,SC,88149219.0
2412559,Prefeitura Municipal de São Miguel do Gostoso - RN,RN,88117094.19
5007950,Prefeitura Municipal de Tacuru - MS,MS,88079000.57
5209200,Prefeitura Municipal de Guapó - GO,GO,88041494.79
3155801,Prefeitura Municipal de Rio Pomba - MG,MG,88036200.08
3108305,Prefeitura Municipal de Borda da Mata - MG,MG,88030519.08
2412609,Prefeitura Municipal de São Paulo do Potengi - RN,RN,87995704.79
2300408,Prefeitura Municipal de Aiuaba - CE,CE,87982625.4
4118451,Prefeitura Municipal de Pato Bragado - PR,PR,87964576.95
4316709,Prefeitura Municipal de Santa Bárbara do Sul - RS,RS,87907118.77
3111408,Prefeitura Municipal de Campo Florido - MG,MG,87890452.83
5000906,Prefeitura Municipal de Antônio João - MS,MS,87853629.15
2911402,Prefeitura Municipal de Glória - BA,BA,87794670.82000001
3504206,Prefeitura Municipal de Auriflama - SP,SP,87771678.57
2504900,Prefeitura Municipal de Cruz do Espírito Santo - PB,PB,87701389.83
2512002,Prefeitura Municipal de Pocinhos - PB,PB,87525659.19
3302452,Prefeitura Municipal de Macuco - RJ,RJ,87504681.91
1506302,Prefeitura Municipal de Salvaterra - PA,PA,87495325.72
2311900,Prefeitura Municipal de Saboeiro - CE,CE,87485389.30999999
2600807,Prefeitura Municipal de Altinho - PE,PE,87410545.44
3202702,Prefeitura Municipal de Itaguaçu - ES,ES,87409338.94999999
2703007,Prefeitura Municipal de Ibateguara - AL,AL,87377578.42999999
2101301,Prefeitura Municipal de Bacuri - MA,MA,87300102.39
3134004,Prefeitura Municipal de Itinga - MG,MG,87271153.87
2502805,Prefeitura Municipal de Brejo do Cruz - PB,PB,87198628.82
4112801,Prefeitura Municipal de Joaquim Távora - PR,PR,87024216.97
2101509,Prefeitura Municipal de Barão de Grajaú - MA,MA,87003008.89
3161007,Prefeitura Municipal de São Domingos do Prata - MG,MG,86974961.22
2309003,Prefeitura Municipal de Mucambo - CE,CE,86962580.89
2704609,Prefeitura Municipal de Maravilha - AL,AL,86961440.55
2111706,Prefeitura Municipal de São Vicente Ferrer - MA,MA,86958920.55
1506351,Prefeitura Municipal de Santa Bárbara do Pará - PA,PA,86952545.42
3133501,Prefeitura Municipal de Itapecerica - MG,MG,86907006.52
3520202,Prefeitura Municipal de Igaratá - SP,SP,86878039.72
2902500,Prefeitura Municipal de Baianópolis - BA,BA,86864942.4
2507101,Prefeitura Municipal de Itapororoca - PB,PB,86861455.66000001
2924801,Prefeitura Municipal de Piritiba - BA,BA,86821042.53999999
3510708,Prefeitura Municipal de Cardoso - SP,SP,86776020.35000001
2404309,Prefeitura Municipal de Governador Dix-Sept Rosado - RN,RN,86759305.82
2908705,Prefeitura Municipal de Condeúba - BA,BA,86756335.59
3108008,Prefeitura Municipal de Bom Sucesso - MG,MG,86747774.34
2910404,Prefeitura Municipal de Encruzilhada - BA,BA,86743149.74
2929255,Prefeitura Municipal de São Gabriel - BA,BA,86703656.57000001
2932606,Prefeitura Municipal de Urandi - BA,BA,86672987.82
4211009,Prefeitura Municipal de Mondaí - SC,SC,86669007.86999999
2612455,Prefeitura Municipal de Santa Cruz - PE,PE,86609239.7
4111001,Prefeitura Municipal de Itambaracá - PR,PR,86550639.82
2903805,Prefeitura Municipal de Boa Vista do Tupim - BA,BA,86550210.03
3522802,Prefeitura Municipal de Itaporanga - SP,SP,86543933.2
2516102,Prefeitura Municipal de Soledade - PB,PB,86526620.44999999
5106802,Prefeitura Municipal de Porto dos Gaúchos - MT,MT,86519453.44999999
2302008,Prefeitura Municipal de Barro - CE,CE,86421165.47
4301107,Prefeitura Municipal de Arroio dos Ratos - RS,RS,86382997.0
2909109,Prefeitura Municipal de Coribe - BA,BA,86332724.50999999
5205901,Prefeitura Municipal de Corumbaíba - GO,GO,86331584.7
5107768,Prefeitura Municipal de Santa Rita do Trivelato - MT,MT,86280765.13999999
2901908,Prefeitura Municipal de Aporá - BA,BA,86196214.80000001
4314506,Prefeitura Municipal de Pinheiro Machado - RS,RS,86185396.75
3114550,Prefeitura Municipal de Carneirinho - MG,MG,86122567.78
4306007,Prefeitura Municipal de Crissiumal - RS,RS,86101874.21
2701100,Prefeitura Municipal de Branquinha - AL,AL,86086165.58
2930303,Prefeitura Municipal de Serra Dourada - BA,BA,86069998.86999999
3523305,Prefeitura Municipal de Itariri - SP,SP,86047797.11
3133006,Prefeitura Municipal de Itamonte - MG,MG,86041656.81
2908002,Prefeitura Municipal de Coaraci - BA,BA,86040581.09
1100346,Prefeitura Municipal de Alvorada D'Oeste - RO,RO,86023678.42999999
3204807,Prefeitura Municipal de São José do Calçado - ES,ES,86008746.88000001
2615706,Prefeitura Municipal de Triunfo - PE,PE,85975781.42
5221700,Prefeitura Municipal de Uruana - GO,GO,85918365.74
1200336,Prefeitura Municipal de Mâncio Lima - AC,AC,85880040.92
4126678,Prefeitura Municipal de Tamarana - PR,PR,85874453.59
4118006,Prefeitura Municipal de Paraíso do Norte - PR,PR,85847131.88
1200450,Prefeitura Municipal de Senador Guiomard - AC,AC,85813173.53
1301951,Prefeitura Municipal de Itamarati - AM,AM,85779240.81
2920205,Prefeitura Municipal de Malhada - BA,BA,85760070.06
3170909,Prefeitura Municipal de Varzelândia - MG,MG,85744231.77
4202073,Prefeitura Municipal de Balneário Gaivota - SC,SC,85670666.25
5002001,Prefeitura Municipal de Batayporã - MS,MS,85619612.88000001
2604908,Prefeitura Municipal de Cumaru - PE,PE,85597485.14
5201702,Prefeitura Municipal de Aragarças - GO,GO,85467213.95
3535408,Prefeitura Municipal de Panorama - SP,SP,85425734.8
1600238,Prefeitura Municipal de Ferreira Gomes - AP,AP,85359423.77000001
2902054,Prefeitura Municipal de Araças - BA,BA,85340232.05
2704807,Prefeitura Municipal de Maribondo - AL,AL,85329188.53
4320701,Prefeitura Municipal de Sobradinho - RS,RS,85276681.64999999
2922656,Prefeitura Municipal de Nordestina - BA,BA,85049512.97999999
4111209,Prefeitura Municipal de Itapejara d'Oeste - PR,PR,84986954.47
3151602,Prefeitura Municipal de Planura - MG,MG,84984417.52
2922706,Prefeitura Municipal de Nova Canaã - BA,BA,84968605.25
3170529,Prefeitura Municipal de Urucuia - MG,MG,84892180.73
3515202,Prefeitura Municipal de Estrela d'Oeste - SP,SP,84887276.97
3133600,Prefeitura Municipal de Itapeva - MG,MG,84803377.47
2700607,Prefeitura Municipal de Barra de São Miguel - AL,AL,84776932.87
3122009,Prefeitura Municipal de Divino - MG,MG,84710421.47
2917102,Prefeitura Municipal de Itororó - BA,BA,84699813.05
5100805,Prefeitura Municipal de Apiacás - MT,MT,84682634.41
4317707,Prefeitura Municipal de Santo Antônio das Missões - RS,RS,84670116.61
1507102,Prefeitura Municipal de São Caetano de Odivelas - PA,PA,84646685.14
1716505,Prefeitura Municipal de Pedro Afonso - TO,TO,84643385.03999999
3544202,Prefeitura Municipal de Riolândia - SP,SP,84640561.65
1101708,Prefeitura Municipal de Urupá - RO,RO,84579485.74
2103802,Prefeitura Municipal de Dom Pedro - MA,MA,84539323.17
2900355,Prefeitura Municipal de Adustina - BA,BA,84523148.58
3138609,Prefeitura Municipal de Lima Duarte - MG,MG,84515179.99000001
5108907,Prefeitura Municipal de Nova Maringá - MT,MT,84497978.66000001
2901155,Prefeitura Municipal de América Dourada - BA,BA,84495584.49000001
2112852,Prefeitura Municipal de Vila Nova dos Martírios - MA,MA,84495527.95
2604700,Prefeitura Municipal de Correntes - PE,PE,84481609.9
5105200,Prefeitura Municipal de Juscimeira - MT,MT,84443270.39999999
2604155,Prefeitura Municipal de Casinhas - PE,PE,84356445.19
4124020,Prefeitura Municipal de Santa Tereza do Oeste - PR,PR,84343835.99000001
4107504,Prefeitura Municipal de Engenheiro Beltrão - PR,PR,84336237.26
3557303,Prefeitura Municipal de Estiva Gerbi - SP,SP,84321633.02000001
2107605,Prefeitura Municipal de Palmeirândia - MA,MA,84313002.11999999
2106003,Prefeitura Municipal de Lima Campos - MA,MA,84155493.36
2707404,Prefeitura Municipal de Porto de Pedras - AL,AL,84145744.25
2512705,Prefeitura Municipal de Remígio - PB,PB,84125139.29
4125100,Prefeitura Municipal de São João do Triunfo - PR,PR,84100019.08
4121802,Prefeitura Municipal de Ribeirão Claro - PR,PR,84099937.21
2101772,Prefeitura Municipal de Bela Vista do Maranhão - MA,MA,84058671.36
2900306,Prefeitura Municipal de Acajutiba - BA,BA,84034790.96000001
3203353,Prefeitura Municipal de Marilândia - ES,ES,84008072.55
3157906,Prefeitura Municipal de Santa Margarida - MG,MG,83937271.19
1707207,Prefeitura Municipal de Dois Irmãos do Tocantins - TO,TO,83921913.08
4127007,Prefeitura Municipal de Teixeira Soares - PR,PR,83920444.39999999
2919702,Prefeitura Municipal de Macarani - BA,BA,83912975.96000001
2612307,Prefeitura Municipal de Saloá - PE,PE,83830452.37
2302057,Prefeitura Municipal de Barroquinha - CE,CE,83825227.44
2406502,Prefeitura Municipal de Lagoa Nova - RN,RN,83681852.89999999
3544905,Prefeitura Municipal de Sales Oliveira - SP,SP,83665939.00999999
2804409,Prefeitura Municipal de Neópolis - SE,SE,83472820.91000001
2931301,Prefeitura Municipal de Tapiramutá - BA,BA,83449813.24
4113734,Prefeitura Municipal de Luiziana - PR,PR,83430318.74000001
4100806,Prefeitura Municipal de Alvorada do Sul - PR,PR,83417728.12
1400175,Prefeitura Municipal de Cantá - RR,RR,83416097.63
5104203,Prefeitura Municipal de Guiratinga - MT,MT,83395449.04
2902609,Prefeitura Municipal de Baixa Grande - BA,BA,83383370.26
2905503,Prefeitura Municipal de Caldeirão Grande - BA,BA,83195789.31
2306009,Prefeitura Municipal de Iracema - CE,CE,83192751.29
2414605,Prefeitura Municipal de Upanema - RN,RN,83181303.85000001
4123402,Prefeitura Municipal de Santa Fé - PR,PR,83179437.67
1501006,Prefeitura Municipal de Aveiro - PA,PA,83114379.37
3203304,Prefeitura Municipal de Mantenópolis - ES,ES,83102005.31
4121000,Prefeitura Municipal de Querência do Norte - PR,PR,83020416.60000001
2303931,Prefeitura Municipal de Choró - CE,CE,82997593.08
4315800,Prefeitura Municipal de Roca Sales - RS,RS,82930213.52
2105476,Prefeitura Municipal de Jenipapo dos Vieiras - MA,MA,82905424.32
3538204,Prefeitura Municipal de Pinhalzinho - SP,SP,82872847.92999999
2406700,Prefeitura Municipal de Lajes - RN,RN,82779502.92999999
3131158,Prefeitura Municipal de Ipaba - MG,MG,82736269.48
2609105,Prefeitura Municipal de Machados - PE,PE,82677151.43
3201704,Prefeitura Municipal de Conceição do Castelo - ES,ES,82488294.84
3202504,Prefeitura Municipal de Ibiraçu - ES,ES,82469213.81
4200408,Prefeitura Municipal de Água Doce - SC,SC,82463085.47
2932457,Prefeitura Municipal de Umburanas - BA,BA,82424253.38
3201159,Prefeitura Municipal de Brejetuba - ES,ES,82319125.33000001
3116159,Prefeitura Municipal de Chapada Gaúcha - MG,MG,82316416.51
2111003,Prefeitura Municipal de São João Batista - MA,MA,82266141.67
3549953,Prefeitura Municipal de São Lourenço da Serra - SP,SP,82247419.91000001
2305332,Prefeitura Municipal de Ibicuitinga - CE,CE,82243695.86
2112001,Prefeitura Municipal de Tasso Fragoso - MA,MA,82223930.94
4107009,Prefeitura Municipal de Curiúva - PR,PR,82179378.15
1300904,Prefeitura Municipal de Canutama - AM,AM,82176791.95
2931004,Prefeitura Municipal de Tanhaçu - BA,BA,82111708.1
1200252,Prefeitura Municipal de Epitaciolândia - AC,AC,82066771.02000001
1301654,Prefeitura Municipal de Guajará - AM,AM,82038097.60000001
1302108,Prefeitura Municipal de Japurá - AM,AM,82038090.29
2924504,Prefeitura Municipal de Pindaí - BA,BA,82034006.33999999
2100832,Prefeitura Municipal de Apicum-Açu - MA,MA,81998832.53999999
5000807,Prefeitura Municipal de Anaurilândia - MS,MS,81874980.83
3156809,Prefeitura Municipal de Sabinópolis - MG,MG,81855020.84
4218806,Prefeitura Municipal de Turvo - SC,SC,81785440.07
4113106,Prefeitura Municipal de Kaloré - PR,PR,81743537.1
2924207,Prefeitura Municipal de Pedro Alexandre - BA,BA,81732848.67
3154903,Prefeitura Municipal de Rio Casca - MG,MG,81651731.59
2208908,Prefeitura Municipal de Ribeiro Gonçalves - PI,PI,81634533.33999999
5222054,Prefeitura Municipal de Vicentinópolis - GO,GO,81590135.28999999
2205565,Prefeitura Municipal de Lagoa do Barro do Piauí - PI,PI,81405171.28
2915353,Prefeitura Municipal de Itaguaçu da Bahia - BA,BA,81385328.21000001
2926509,Prefeitura Municipal de Ribeira do Amparo - BA,BA,81343043.22
2931806,Prefeitura Municipal de Tremedal - BA,BA,81285752.33
2706505,Prefeitura Municipal de Passo de Camaragibe - AL,AL,81207410.72999999
2401206,Prefeitura Municipal de Arês - RN,RN,81180722.77
2100204,Prefeitura Municipal de Alcântara - MA,MA,81165412.97
2913408,Prefeitura Municipal de Igaporã - BA,BA,81141168.55000001
3532900,Prefeitura Municipal de Nova Europa - SP,SP,81071710.81
2923050,Prefeitura Municipal de Novo Triunfo - BA,BA,81066450.78
3150802,Prefeitura Municipal de Piranga - MG,MG,81059051.12
2930758,Prefeitura Municipal de Sítio do Mato - BA,BA,81053951.34
4110201,Prefeitura Municipal de Inácio Martins - PR,PR,81042337.17999999
2609154,Prefeitura Municipal de Manari - PE,PE,81038263.23
2103554,Prefeitura Municipal de Conceição do Lago-Açu - MA,MA,80999962.33
4116109,Prefeitura Municipal de Moreira Sales - PR,PR,80998798.32000001
3146909,Prefeitura Municipal de Papagaios - MG,MG,80871207.91000001
2506400,Prefeitura Municipal de Gurinhém - PB,PB,80850294.46000001
2107902,Prefeitura Municipal de Passagem Franca - MA,MA,80832477.54
1400050,Prefeitura Municipal de Alto Alegre - RR,RR,80822391.86
2205201,Prefeitura Municipal de Jaicós - PI,PI,80807675.75
4305306,Prefeitura Municipal de Chapada - RS,RS,80800851.14
2706448,Prefeitura Municipal de Paripueira - AL,AL,80799009.63
3525508,Prefeitura Municipal de Joanópolis - SP,SP,80759314.09
3202652,Prefeitura Municipal de Irupi - ES,ES,80754560.22
2511301,Prefeitura Municipal de Piancó - PB,PB,80745743.02
2308351,Prefeitura Municipal de Milhã - CE,CE,80733656.85
2920106,Prefeitura Municipal de Mairi - BA,BA,80729087.31
1100072,Prefeitura Municipal de Corumbiara - RO,RO,80704235.13
4302303,Prefeitura Municipal de Bom Jesus - RS,RS,80659731.05
4216008,Prefeitura Municipal de São Carlos - SC,SC,80647267.2
3519808,Prefeitura Municipal de Icém - SP,SP,80519462.92999999
2501906,Prefeitura Municipal de Belém - PB,PB,80486058.32
4111407,Prefeitura Municipal de Ivaí - PR,PR,80396400.77
3147600,Prefeitura Municipal de Passa Quatro - MG,MG,80332105.36
4107538,Prefeitura Municipal de Entre Rios do Oeste - PR,PR,80277734.22
2932804,Prefeitura Municipal de Utinga - BA,BA,80253308.5
4306205,Prefeitura Municipal de Cruzeiro do Sul - RS,RS,80238687.03999999
1505403,Prefeitura Municipal de Ourém - PA,PA,80201766.04
3112802,Prefeitura Municipal de Capitólio - MG,MG,80158139.65
2502508,Prefeitura Municipal de Boqueirão - PB,PB,80085728.93
3110301,Prefeitura Municipal de Caldas - MG,MG,80029603.92999999
2908309,Prefeitura Municipal de Conceição do Almeida - BA,BA,79990217.33
5200050,Prefeitura Municipal de Abadia de Goiás - GO,GO,79952912.15
2301257,Prefeitura Municipal de Ararendá - CE,CE,79940900.05
2803401,Prefeitura Municipal de Japoatã - SE,SE,79897930.29
3202256,Prefeitura Municipal de Governador Lindenberg - ES,ES,79893704.19999999
3556107,Prefeitura Municipal de Valentim Gentil - SP,SP,79884310.08999999
4110805,Prefeitura Municipal de Iretama - PR,PR,79861348.39
3108552,Prefeitura Municipal de Brasilândia de Minas - MG,MG,79856240.22999999
5106778,Prefeitura Municipal de Porto Alegre do Norte - MT,MT,79836567.77
3112703,Prefeitura Municipal de Capitão Enéas - MG,MG,79810119.18
1100379,Prefeitura Municipal de Alto Alegre dos Parecis - RO,RO,79800358.16000001
3128600,Prefeitura Municipal de Guarda-Mor - MG,MG,79797362.82000001
4306502,Prefeitura Municipal de Dom Feliciano - RS,RS,79626140.10000001
3506805,Prefeitura Municipal de Bocaina - SP,SP,79604518.22
2101905,Prefeitura Municipal de Bequimão - MA,MA,79533449.16
2609808,Prefeitura Municipal de Orocó - PE,PE,79509809.11000001
2927606,Prefeitura Municipal de Santa Brígida - BA,BA,79426294.64
4218905,Prefeitura Municipal de Urubici - SC,SC,79406855.69999999
4311502,Prefeitura Municipal de Lavras do Sul - RS,RS,79388389.27
2409902,Prefeitura Municipal de Pendências - RN,RN,79325561.11
2100873,Prefeitura Municipal de Araguanã - MA,MA,79317002.21
2706109,Prefeitura Municipal de Ouro Branco - AL,AL,79147896.03999999
3140506,Prefeitura Municipal de Martinho Campos - MG,MG,79112173.99
3504404,Prefeitura Municipal de Avanhandava - SP,SP,79088158.75
3169000,Prefeitura Municipal de Tocantins - MG,MG,78970186.19
2801009,Prefeitura Municipal de Campo do Brito - SE,SE,78768305.82
3168101,Prefeitura Municipal de Tapira - MG,MG,78766334.47
3109451,Prefeitura Municipal de Cabeceira Grande - MG,MG,78647624.33
2616506,Prefeitura Municipal de Xexéu - PE,PE,78635957.66999999
2313559,Prefeitura Municipal de Tururu - CE,CE,78619208.97
4206405,Prefeitura Municipal de Guaraciaba - SC,SC,78590933.42999999
4201257,Prefeitura Municipal de Apiúna - SC,SC,78543359.58
2111763,Prefeitura Municipal de Senador La Rocque - MA,MA,78531320.8
4313953,Prefeitura Municipal de Pantano Grande - RS,RS,78421304.5
1101500,Prefeitura Municipal de Seringueiras - RO,RO,78361287.65
2603504,Prefeitura Municipal de Camocim de São Félix - PE,PE,78315166.11
4120002,Prefeitura Municipal de Porecatu - PR,PR,78290105.83
2913457,Prefeitura Municipal de Igrapiúna - BA,BA,78016113.88
2500809,Prefeitura Municipal de Araçagi - PB,PB,77991057.39
3553005,Prefeitura Municipal de Taguaí - SP,SP,77990794.85
5103379,Prefeitura Municipal de Cotriguaçu - MT,MT,77975519.45
3200706,Prefeitura Municipal de Atilio Vivacqua - ES,ES,77912896.45
3143500,Prefeitura Municipal de Morada Nova de Minas - MG,MG,77880093.28
2300150,Prefeitura Municipal de Acarape - CE,CE,77798927.78
3553609,Prefeitura Municipal de Tapiratiba - SP,SP,77785042.66
3506904,Prefeitura Municipal de Bofete - SP,SP,77669252.1
3200136,Prefeitura Municipal de Águia Branca - ES,ES,77644904.43
5106265,Prefeitura Municipal de Novo Mundo - MT,MT,77628548.2
1200013,Prefeitura Municipal de Acrelândia - AC,AC,77554916.12
2913101,Prefeitura Municipal de Ibititá - BA,BA,77507466.13
3162807,Prefeitura Municipal de São João Evangelista - MG,MG,77504006.38
1100080,Prefeitura Municipal de Costa Marques - RO,RO,77487447.36
1504976,Prefeitura Municipal de Nova Ipixuna - PA,PA,77464793.33999999
3204401,Prefeitura Municipal de Rio Novo do Sul - ES,ES,77462708.85
3551801,Prefeitura Municipal de Sete Barras - SP,SP,77433936.39999999
5217203,Prefeitura Municipal de Piranhas - GO,GO,77429845.61
4209904,Prefeitura Municipal de Lontras - SC,SC,77412710.39
3203809,Prefeitura Municipal de Muqui - ES,ES,77367402.92
3120805,Prefeitura Municipal de Cruzília - MG,MG,77344845.66
4311155,Prefeitura Municipal de Jóia - RS,RS,77330270.75999999
2104404,Prefeitura Municipal de Gonçalves Dias - MA,MA,77295819.89
2110278,Prefeitura Municipal de Santo Amaro do Maranhão - MA,MA,77291959.56
3140159,Prefeitura Municipal de Mário Campos - MG,MG,77286698.76
5213707,Prefeitura Municipal de Montes Claros de Goiás - GO,GO,77181093.24
3117876,Prefeitura Municipal de Confins - MG,MG,77176339.78
4218509,Prefeitura Municipal de Treze Tílias - SC,SC,77160381.39
3106002,Prefeitura Municipal de Bela Vista de Minas - MG,MG,77110272.08
3552601,Prefeitura Municipal de Tabapuã - SP,SP,77109419.57000001
2904704,Prefeitura Municipal de Buerarema - BA,BA,77089472.61999999
4301909,Prefeitura Municipal de Barra do Ribeiro - RS,RS,77074537.64
2207504,Prefeitura Municipal de Palmeirais - PI,PI,77060172.67
4108502,Prefeitura Municipal de General Carneiro - PR,PR,76817528.53
4118907,Prefeitura Municipal de Pérola - PR,PR,76800480.80000001
1200385,Prefeitura Municipal de Plácido de Castro - AC,AC,76656562.31
2208205,Prefeitura Municipal de Pio IX - PI,PI,76653335.8
2303600,Prefeitura Municipal de Catarina - CE,CE,76636285.11999999
5101852,Prefeitura Municipal de Bom Jesus do Araguaia - MT,MT,76629663.05000001
2102077,Prefeitura Municipal de Bom Lugar - MA,MA,76617667.61
3123205,Prefeitura Municipal de Dores do Indaiá - MG,MG,76594630.29
4120507,Prefeitura Municipal de Primeiro de Maio - PR,PR,76591318.62
4214706,Prefeitura Municipal de Rio dos Cedros - SC,SC,76568521.8
3121258,Prefeitura Municipal de Delta - MG,MG,76523816.57
2802304,Prefeitura Municipal de Frei Paulo - SE,SE,76389199.75
3111804,Prefeitura Municipal de Canápolis - MG,MG,76385107.23
4321006,Prefeitura Municipal de Tapera - RS,RS,76384518.08
5202502,Prefeitura Municipal de Aruanã - GO,GO,76344392.28
2516706,Prefeitura Municipal de Teixeira - PB,PB,76286047.25999999
4204707,Prefeitura Municipal de Cunha Porã - SC,SC,76246086.92
2930402,Prefeitura Municipal de Serra Preta - BA,BA,76239374.29
2111029,Prefeitura Municipal de São João do Carú - MA,MA,76121365.23
2920908,Prefeitura Municipal de Mascote - BA,BA,76118204.12
2607703,Prefeitura Municipal de Itapetim - PE,PE,76117316.31
2513406,Prefeitura Municipal de Santa Luzia - PB,PB,76114909.47
5007703,Prefeitura Municipal de Sete Quedas - MS,MS,76103874.21
3513900,Prefeitura Municipal de Divinolândia - SP,SP,76061519.73
4212254,Prefeitura Municipal de Passo de Torres - SC,SC,75961226.35000001
2904308,Prefeitura Municipal de Brejões - BA,BA,75952131.97
2204402,Prefeitura Municipal de Gilbués - PI,PI,75951025.71000001
3108404,Prefeitura Municipal de Botelhos - MG,MG,75941771.64
1200708,Prefeitura Municipal de Xapuri - AC,AC,75874675.41000001
2918506,Prefeitura Municipal de Jussara - BA,BA,75858007.61
3138625,Prefeitura Municipal de Limeira do Oeste - MG,MG,75853380.74
3541901,Prefeitura Municipal de Queluz - SP,SP,75840789.72
2204501,Prefeitura Municipal de Guadalupe - PI,PI,75744604.53
2929008,Prefeitura Municipal de São Félix - BA,BA,75717245.43
2105906,Prefeitura Municipal de Lago Verde - MA,MA,75684067.26
2306801,Prefeitura Municipal de Jaguaribara - CE,CE,75643144.27
4207908,Prefeitura Municipal de Irineópolis - SC,SC,75589183.45
3534906,Prefeitura Municipal de Pacaembu - SP,SP,75578885.64
3557204,Prefeitura Municipal de Chavantes - SP,SP,75534080.80000001
2404606,Prefeitura Municipal de Ielmo Marinho - RN,RN,75490674.72
3514502,Prefeitura Municipal de Duartina - SP,SP,75427853.89
2610301,Prefeitura Municipal de Paranatama - PE,PE,75414624.39
2708709,Prefeitura Municipal de São Miguel dos Milagres - AL,AL,75402834.53
4319158,Prefeitura Municipal de São Miguel das Missões - RS,RS,75376525.51
4117222,Prefeitura Municipal de Nova Santa Rosa - PR,PR,75197773.2
2902401,Prefeitura Municipal de Aurelino Leal - BA,BA,75181938.41999999
1300086,Prefeitura Municipal de Anamã - AM,AM,75104410.41
5212808,Prefeitura Municipal de Mara Rosa - GO,GO,75102861.83
2702009,Prefeitura Municipal de Coité do Nóia - AL,AL,75077561.49
5107354,Prefeitura Municipal de São José do Xingu - MT,MT,75049003.17
3137403,Prefeitura Municipal de Lagoa Dourada - MG,MG,75025726.92999999
1702554,Prefeitura Municipal de Augustinópolis - TO,TO,75004976.32
3112000,Prefeitura Municipal de Candeias - MG,MG,74954416.96
3130200,Prefeitura Municipal de Igaratinga - MG,MG,74947680.49
2922052,Prefeitura Municipal de Mulungu do Morro - BA,BA,74931203.87
3503703,Prefeitura Municipal de Ariranha - SP,SP,74921024.12
4217907,Prefeitura Municipal de Tangará - SC,SC,74913897.99
3102803,Prefeitura Municipal de Andrelândia - MG,MG,74754311.32
4312906,Prefeitura Municipal de Nova Bassano - RS,RS,74723524.75999999
2104602,Prefeitura Municipal de Governador Eugênio Barros - MA,MA,74547649.51
2915106,Prefeitura Municipal de Itagi - BA,BA,74507650.88
3152402,Prefeitura Municipal de Poté - MG,MG,74439606.62
2600609,Prefeitura Municipal de Alagoinha - PE,PE,74414515.75
3544301,Prefeitura Municipal de Roseira - SP,SP,74274143.33
1713304,Prefeitura Municipal de Miranorte - TO,TO,74257119.27
2409803,Prefeitura Municipal de Pedro Velho - RN,RN,74254150.42
2512408,Prefeitura Municipal de Puxinanã - PB,PB,74240221.78
2503506,Prefeitura Municipal de Cacimba de Dentro - PB,PB,74217286.11999999
2501609,Prefeitura Municipal de Barra de Santa Rosa - PB,PB,74202571.64
5207907,Prefeitura Municipal de Flores de Goiás - GO,GO,74188707.34
4204400,Prefeitura Municipal de Coronel Freitas - SC,SC,74182743.7
3114105,Prefeitura Municipal de Carmo de Minas - MG,MG,74180735.32000001
2925600,Prefeitura Municipal de Presidente Dutra - BA,BA,74152340.67
3519402,Prefeitura Municipal de Ibirá - SP,SP,74051891.26
5103106,Prefeitura Municipal de Cocalinho - MT,MT,73989392.25999999
3159902,Prefeitura Municipal de Santo Antônio do Amparo - MG,MG,73977287.99
3137007,Prefeitura Municipal de Ladainha - MG,MG,73962326.9
3123908,Prefeitura Municipal de Entre Rios de Minas - MG,MG,73935550.34
2930907,Prefeitura Municipal de Tabocas do Brejo Velho - BA,BA,73911938.84
4213104,Prefeitura Municipal de Piratuba - SC,SC,73882088.75
4112504,Prefeitura Municipal de Jardim Alegre - PR,PR,73858946.89
3202900,Prefeitura Municipal de Itarana - ES,ES,73746829.47
2912509,Prefeitura Municipal de Ibipitanga - BA,BA,73746611.13
4200200,Prefeitura Municipal de Agrolândia - SC,SC,73730787.14999999
2915007,Prefeitura Municipal de Itaeté - BA,BA,73689458.58000001
1507508,Prefeitura Municipal de São João do Araguaia - PA,PA,73652985.58999999
1304005,Prefeitura Municipal de Silves - AM,AM,73608909.15
3102001,Prefeitura Municipal de Alterosa - MG,MG,73604889.21
4204004,Prefeitura Municipal de Catanduvas - SC,SC,73601165.8
3120201,Prefeitura Municipal de Cristais - MG,MG,73590016.02
5108956,Prefeitura Municipal de Nova Monte Verde - MT,MT,73525081.64999999
5004007,Prefeitura Municipal de Glória de Dourados - MS,MS,73480953.78
2109304,Prefeitura Municipal de Presidente Vargas - MA,MA,73475126.13000001
2205409,Prefeitura Municipal de Joaquim Pires - PI,PI,73462822.77
2901304,Prefeitura Municipal de Andaraí - BA,BA,73376050.53
2601300,Prefeitura Municipal de Barra de Guabiraba - PE,PE,73367552.5
2305266,Prefeitura Municipal de Ibaretama - CE,CE,73343570.17
1600808,Prefeitura Municipal de Vitória do Jari - AP,AP,73326345.06
2604809,Prefeitura Municipal de Cortês - PE,PE,73230267.71000001
3519907,Prefeitura Municipal de Iepê - SP,SP,73219193.22
2609303,Prefeitura Municipal de Mirandiba - PE,PE,73206501.46000001
1716604,Prefeitura Municipal de Peixe - TO,TO,73187403.53
4316105,Prefeitura Municipal de Ronda Alta - RS,RS,73111756.19
4105003,Prefeitura Municipal de Catanduvas - PR,PR,73104242.77
2411056,Prefeitura Municipal de Tibau - RN,RN,73087073.18
2902005,Prefeitura Municipal de Aracatu - BA,BA,73064439.4
4315107,Prefeitura Municipal de Porto Xavier - RS,RS,73034967.3
2912806,Prefeitura Municipal de Ibirapuã - BA,BA,73031331.7
